species	larva	segment	anterior	posterior	denticle.width
Dwil	98	A8	83.37	86.51	3.14
Dwil	99	A1	31.57	32.85	1.28
Dwil	99	A2	38.2	40.91	2.71
Dwil	99	A3	45.98	48.82	2.84
Dwil	99	A4	53.51	55.94	2.43
Dwil	99	A5	60.24	63.22	2.98
Dwil	99	A6	67.82	71.13	3.31
Dwil	99	A7	75.66	78.59	2.93
Dwil	99	A8	82.29	83.5	1.21
Dwil	100	A1	31.73	33	1.27
Dwil	100	A2	38.53	41.69	3.16
Dwil	100	A3	46.51	49.43	2.92
Dwil	100	A4	53.78	56.55	2.77
Dwil	100	A5	61.22	64.05	2.83
Dwil	100	A6	68.32	71.25	2.93
Dwil	100	A7	75.78	79.24	3.46
Dwil	100	A8	83.28	86.34	3.06
Dwil	101	A1	31.78	33.41	1.63
Dwil	101	A2	38.92	42	3.08
Dwil	101	A3	46.68	49.86	3.18
Dwil	101	A4	54.27	57.07	2.8
Dwil	101	A5	61.47	64.33	2.86
Dwil	101	A6	68.91	71.45	2.54
Dwil	101	A7	75.52	78.8	3.28
Dwil	101	A8	83.02	85.57	2.55
Dwil	102	A1	31	32.34	1.34
Dwil	102	A2	37.63	41.02	3.39
Dwil	102	A3	45.78	48.9	3.12
Dwil	102	A4	53.44	55.98	2.54
Dwil	102	A5	60.43	63.51	3.08
Dwil	102	A6	68.13	71.24	3.11
Dwil	102	A7	75.65	79.15	3.5
Dwil	102	A8	83.14	86.87	3.73
Dwil	103	A1	30.72	32.16	1.44
Dwil	103	A2	37.46	40.47	3.01
Dwil	103	A3	45.56	48.72	3.16
Dwil	103	A4	53.46	56.23	2.77
Dwil	103	A5	60.7	63	2.3
Dwil	103	A6	67.72	70.51	2.79
Dwil	103	A7	75.22	77.96	2.74
Dwil	103	A8	82.46	83.8	1.34
Dwil	104	A1	32.34	33.85	1.51
Dwil	104	A2	39.01	42.28	3.27
Dwil	104	A3	47	50.11	3.11
Dwil	104	A4	54.33	57.2	2.87
Dwil	104	A5	61.44	64.29	2.85
Dwil	104	A6	68.88	71.85	2.97
Dwil	104	A7	76.15	79.47	3.32
Dwil	104	A8	83.77	87.31	3.54
Dwil	105	A1	31.5	32.29	0.79
Dwil	105	A2	37.31	40.43	3.12
Dwil	105	A3	45.34	48.68	3.34
Dwil	105	A4	53.24	56.8	3.56
Dwil	105	A5	61.23	64.38	3.15
Dwil	105	A6	68.92	72.54	3.62
Dwil	105	A7	76.43	79.22	2.79
Dwil	105	A8	83.74	87.23	3.49
Dwil	106	A1	31	32.34	1.34
Dwil	106	A2	37.68	40.73	3.05
Dwil	106	A3	45.74	49.06	3.32
Dwil	106	A4	53.6	55.95	2.35
Dwil	106	A5	60.58	62.96	2.38
Dwil	106	A6	67.97	70.35	2.38
Dwil	106	A7	75.04	78.24	3.2
Dwil	106	A8	82.32	83.55	1.23
Dwil	107	A1	29.69	30.8	1.11
Dwil	107	A2	35.75	38.96	3.21
Dwil	107	A3	43.6	46.8	3.2
Dwil	107	A4	51.35	54.68	3.33
Dwil	107	A5	58.82	62.18	3.36
Dwil	107	A6	66.5	70.08	3.58
Dwil	107	A7	74.21	77.9	3.69
Dwil	107	A8	81.91	85.04	3.13
Dwil	108	A1	30.74	32.18	1.44
Dwil	108	A2	37.53	40.56	3.03
Dwil	108	A3	45.55	48.41	2.86
Dwil	108	A4	52.86	55.73	2.87
Dwil	108	A5	60.06	63.12	3.06
Dwil	108	A6	67.66	70.77	3.11
Dwil	108	A7	75.11	78.44	3.33
Dwil	108	A8	82.57	85.99	3.42
Dwil	109	A1	31.13	32.66	1.53
Dwil	109	A2	38.04	41.25	3.21
Dwil	109	A3	46.36	49.31	2.95
Dwil	109	A4	54.11	56.45	2.34
Dwil	109	A5	61.35	63.59	2.24
Dwil	109	A6	68.52	71.12	2.6
Dwil	109	A7	75.98	78.65	2.67
Dwil	109	A8	83.6	85.32	1.72
Dwil	110	A1	31.49	32.75	1.26
Dwil	110	A2	38.17	41.22	3.05
Dwil	110	A3	46.21	49.45	3.24
Dwil	110	A4	53.9	56.73	2.83
Dwil	110	A5	61.18	63.65	2.47
Dwil	110	A6	68.33	71.28	2.95
Dwil	110	A7	75.55	78.47	2.92
Dwil	110	A8	82.56	85.6	3.04
Dwil	111	A1	31.28	32.57	1.29
Dwil	111	A2	37.96	41.04	3.08
Dwil	111	A3	45.85	48.8	2.95
Dwil	111	A4	53.46	55.99	2.53
Dwil	111	A5	60.56	62.91	2.35
Dwil	111	A6	67.67	70.55	2.88
Dwil	111	A7	75.03	78.35	3.32
Dwil	111	A8	82.84	84.04	1.2
Dwil	112	A1	31.35	32.77	1.42
Dwil	112	A2	38.41	41.68	3.27
Dwil	112	A3	46.71	50.11	3.4
Dwil	112	A4	54.31	57.19	2.88
Dwil	112	A5	61.73	64.63	2.9
Dwil	112	A6	69.06	72.12	3.06
Dwil	112	A7	75.81	78.56	2.75
Dwil	112	A8	82.53	85.85	3.32
Dyak	1	A1	30.95	32.78	1.83
Dyak	1	A2	37.77	41.02	3.25
Dyak	1	A3	45.47	48.78	3.31
Dyak	1	A4	53.05	56.29	3.24
Dyak	1	A5	60.57	63.87	3.3
Dyak	1	A6	68.4	71.63	3.23
Dyak	1	A7	76.15	79.33	3.18
Dyak	1	A8	83.91	87.14	3.23
Dyak	2	A1	30.05	31.59	1.54
Dyak	2	A2	36.61	39.8	3.19
Dyak	2	A3	44.26	47.56	3.3
Dyak	2	A4	51.92	55.14	3.22
Dyak	2	A5	59.28	62.65	3.37
Dyak	2	A6	66.9	70.4	3.5
Dyak	2	A7	74.74	78.13	3.39
Dyak	2	A8	82.52	85.23	2.71
Dyak	3	A1	31.51	33.2	1.69
Dyak	3	A2	38	41.78	3.78
Dyak	3	A3	46.37	49.91	3.54
Dyak	3	A4	54.3	57.87	3.57
Dyak	3	A5	61.91	65.26	3.35
Dyak	3	A6	69.31	72.73	3.42
Dyak	3	A7	77.03	80.65	3.62
Dyak	3	A8	84.7	87.74	3.04
Dyak	4	A1	31.07	32.69	1.62
Dyak	4	A2	37.41	40.56	3.15
Dyak	4	A3	44.78	47.92	3.14
Dyak	4	A4	52.1	55.23	3.13
Dyak	4	A5	59.35	62.58	3.23
Dyak	4	A6	67.11	70.22	3.11
Dyak	4	A7	74.29	77.49	3.2
Dyak	4	A8	81.93	83.74	1.81
Dyak	5	A1	30.86	32.57	1.71
Dyak	5	A2	37.27	40.67	3.4
Dyak	5	A3	45.02	48.26	3.24
Dyak	5	A4	52.6	55.85	3.25
Dyak	5	A5	60.16	63.66	3.5
Dyak	5	A6	68.09	71.04	2.95
Dyak	5	A7	75.46	78.87	3.41
Dyak	5	A8	83.04	86.86	3.82
Dyak	6	A1	30.84	32.43	1.59
Dyak	6	A2	37.47	40.57	3.1
Dyak	6	A3	45.04	48.17	3.13
Dyak	6	A4	52.35	55.64	3.29
Dyak	6	A5	59.89	63.19	3.3
Dyak	6	A6	67.65	70.79	3.14
Dyak	6	A7	75.07	78.25	3.18
Dyak	6	A8	82.53	84.55	2.02
Dyak	7	A1	32.2	34.02	1.82
Dyak	7	A2	37.34	40.84	3.5
Dyak	7	A3	45.51	48.68	3.17
Dyak	7	A4	53.08	56.41	3.33
Dyak	7	A5	60.37	63.81	3.44
Dyak	7	A6	67.76	70.96	3.2
Dyak	7	A7	75.05	78.76	3.71
Dyak	7	A8	82.89	86.25	3.36
Dyak	8	A1	32.21	34.08	1.87
Dyak	8	A2	38.59	41.86	3.27
Dyak	8	A3	46.38	49.68	3.3
Dyak	8	A4	54.21	57.38	3.17
Dyak	8	A5	61.74	65.19	3.45
Dyak	8	A6	69.4	73.21	3.81
Dyak	8	A7	77.03	80.57	3.54
Dyak	8	A8	83.33	86.29	2.96
Dyak	9	A1	31.31	32.92	1.61
Dyak	9	A2	38.04	41.11	3.07
Dyak	9	A3	44.91	48.27	3.36
Dyak	9	A4	52.41	55.65	3.24
Dyak	9	A5	60	63.08	3.08
Dyak	9	A6	67.55	70.76	3.21
Dyak	9	A7	74.87	77.97	3.1
Dyak	9	A8	82.31	85.86	3.55
Dyak	10	A1	32.79	34.47	1.68
Dyak	10	A2	39.31	42.52	3.21
Dyak	10	A3	46.36	49.57	3.21
Dyak	10	A4	53.56	57.1	3.54
Dyak	10	A5	60.91	64.61	3.7
Dyak	10	A6	68.32	71.94	3.62
Dyak	10	A7	75.72	79.53	3.81
Dyak	10	A8	83.53	86.14	2.61
Dyak	11	A1	30.9	32.53	1.63
Dyak	11	A2	37.33	40.58	3.25
Dyak	11	A3	45.05	48.26	3.21
Dyak	11	A4	52.5	55.7	3.2
Dyak	11	A5	60.15	63.39	3.24
Dyak	11	A6	68.08	71.53	3.45
Dyak	11	A7	75.58	79	3.42
Dyak	11	A8	83.2	86.57	3.37
Dyak	12	A1	31.75	33.35	1.6
Dyak	12	A2	37.92	40.89	2.97
Dyak	12	A3	45.25	48.49	3.24
Dyak	12	A4	52.42	55.64	3.22
Dyak	12	A5	59.71	62.88	3.17
Dyak	12	A6	66.84	70.41	3.57
Dyak	12	A7	74.4	77.84	3.44
Dyak	12	A8	81.76	84.94	3.18
Dyak	13	A1	30.4	32.14	1.74
Dyak	13	A2	37.01	40.08	3.07
Dyak	13	A3	44.48	47.78	3.3
Dyak	13	A4	52.15	55.36	3.21
Dyak	13	A5	59.61	63.09	3.48
Dyak	13	A6	67.67	71.06	3.39
Dyak	13	A7	75.56	78.65	3.09
Dyak	13	A8	83.34	85.37	2.03
Dyak	14	A1	30.8	32.86	2.06
Dyak	14	A2	37.37	41.03	3.66
Dyak	14	A3	45.72	49.02	3.3
Dyak	14	A4	53.48	56.43	2.95
Dyak	14	A5	60.79	64.03	3.24
Dyak	14	A6	68.07	71.24	3.17
Dyak	14	A7	75.31	78.27	2.96
Dyak	14	A8	82.59	85	2.41
Dyak	15	A1	32.48	34.29	1.81
Dyak	15	A2	39.49	42.81	3.32
Dyak	15	A3	47.1	50.32	3.22
Dyak	15	A4	54.55	58.02	3.47
Dyak	15	A5	62.52	66.1	3.58
Dyak	15	A6	70.22	73.69	3.47
Dyak	15	A7	77.86	81.44	3.58
Dyak	15	A8	84.71	88.26	3.55
Dyak	16	A1	30.58	32.34	1.76
Dyak	16	A2	37.29	40.57	3.28
Dyak	16	A3	44.85	47.94	3.09
Dyak	16	A4	52.19	55.2	3.01
Dyak	16	A5	59.32	62.12	2.8
Dyak	16	A6	66.48	69.61	3.13
Dyak	16	A7	74.25	77.37	3.12
Dyak	16	A8	81.43	84.89	3.46
Dyak	17	A1	31.82	33.56	1.74
Dyak	17	A2	38.39	41.88	3.49
Dyak	17	A3	46.06	49.35	3.29
Dyak	17	A4	53.41	56.71	3.3
Dyak	17	A5	60.79	64.49	3.7
Dyak	17	A6	68.3	71.65	3.35
Dyak	17	A7	75.71	78.6	2.89
Dyak	17	A8	82.61	84.97	2.36
Dyak	18	A1	31.24	32.62	1.38
Dyak	18	A2	37.43	40.79	3.36
Dyak	18	A3	44.95	48.28	3.33
Dyak	18	A4	52.54	55.96	3.42
Dyak	18	A5	59.79	63.26	3.47
Dyak	18	A6	67.44	71.07	3.63
Dyak	18	A7	75.45	78.77	3.32
Dyak	18	A8	83.12	86.57	3.45
Dyak	19	A1	30.81	32.38	1.57
Dyak	19	A2	37.32	40.5	3.18
Dyak	19	A3	45.09	48.21	3.12
Dyak	19	A4	52.73	55.95	3.22
Dyak	19	A5	60.09	63.43	3.34
Dyak	19	A6	67.9	71.26	3.36
Dyak	19	A7	75.56	79	3.44
Dyak	19	A8	83.12	86	2.88
Dyak	20	A1	31.36	32.73	1.37
Dyak	20	A2	37.78	41.03	3.25
Dyak	20	A3	45.16	48.39	3.23
Dyak	20	A4	52.52	55.97	3.45
Dyak	20	A5	59.91	63.41	3.5
Dyak	20	A6	67.78	71.44	3.66
Dyak	20	A7	75.48	78.64	3.16
Dyak	20	A8	81.94	85.64	3.7
Dyak	21	A1	31.55	33.15	1.6
Dyak	21	A2	38.02	41.17	3.15
Dyak	21	A3	45.7	48.89	3.19
Dyak	21	A4	52.92	56.14	3.22
Dyak	21	A5	60.28	63.48	3.2
Dyak	21	A6	68.15	70.87	2.72
Dyak	21	A7	75.44	78.69	3.25
Dyak	21	A8	83.17	86.31	3.14
Dyak	22	A1	32.11	33.79	1.68
Dyak	22	A2	38.8	41.99	3.19
Dyak	22	A3	46.63	49.93	3.3
Dyak	22	A4	53.84	56.99	3.15
Dyak	22	A5	61.33	64.62	3.29
Dyak	22	A6	69.1	72.45	3.35
Dyak	22	A7	76.74	80.22	3.48
Dyak	22	A8	84.28	87.61	3.33
Dyak	23	A1	31.45	32.94	1.49
Dyak	23	A2	37.84	41.07	3.23
Dyak	23	A3	45.46	48.62	3.16
Dyak	23	A4	52.83	56.08	3.25
Dyak	23	A5	60.29	63.62	3.33
Dyak	23	A6	68.06	70.91	2.85
Dyak	23	A7	75.34	77.99	2.65
Dyak	23	A8	82.07	84.99	2.92
Dyak	24	A1	30.67	32.13	1.46
Dyak	24	A2	37.11	40.38	3.27
Dyak	24	A3	44.51	47.64	3.13
Dyak	24	A4	51.77	54.81	3.04
Dyak	24	A5	59.06	62.3	3.24
Dyak	24	A6	66.52	69.85	3.33
Dyak	24	A7	74.13	77.56	3.43
Dyak	24	A8	81.6	84.61	3.01
Dyak	25	A1	31.19	32.67	1.48
Dyak	25	A2	37.63	40.83	3.2
Dyak	25	A3	45.2	48.67	3.47
Dyak	25	A4	52.97	56.12	3.15
Dyak	25	A5	60.4	63.44	3.04
Dyak	25	A6	68.12	71.11	2.99
Dyak	25	A7	75.92	79.27	3.35
Dyak	25	A8	83.81	86.88	3.07
Dyak	26	A1	31.06	32.5	1.44
Dyak	26	A2	37.13	40.54	3.41
Dyak	26	A3	45.13	48.22	3.09
Dyak	26	A4	52.63	55.78	3.15
Dyak	26	A5	59.74	63.04	3.3
Dyak	26	A6	67.45	70.52	3.07
Dyak	26	A7	74.94	78.26	3.32
Dyak	26	A8	82.59	85.86	3.27
Dyak	27	A1	30.68	32.39	1.71
Dyak	27	A2	37.4	40.83	3.43
Dyak	27	A3	45.44	48.53	3.09
Dyak	27	A4	52.84	56	3.16
Dyak	27	A5	60.21	63.32	3.11
Dyak	27	A6	67.99	71.15	3.16
Dyak	27	A7	75.71	78.7	2.99
Dyak	27	A8	83.15	86.62	3.47
Dyak	28	A1	30.56	32.1	1.54
Dyak	28	A2	36.97	40.39	3.42
Dyak	28	A3	44.85	48.13	3.28
Dyak	28	A4	52.59	55.85	3.26
Dyak	28	A5	59.97	63.38	3.41
Dyak	28	A6	67.74	71.19	3.45
Dyak	28	A7	75.65	79.07	3.42
Dyak	28	A8	83.5	87.45	3.95
Dyak	29	A1	31.25	32.88	1.63
Dyak	29	A2	37.93	41.18	3.25
Dyak	29	A3	45.46	48.72	3.26
Dyak	29	A4	53.11	55.93	2.82
Dyak	29	A5	60.07	63.22	3.15
Dyak	29	A6	67.69	70.84	3.15
Dyak	29	A7	74.97	78.26	3.29
Dyak	29	A8	82.17	85.28	3.11
Dyak	30	A1	31.33	33.05	1.72
Dyak	30	A2	38.04	41.18	3.14
Dyak	30	A3	45.62	49.07	3.45
Dyak	30	A4	53.25	56.28	3.03
Dyak	30	A5	60.29	63.42	3.13
Dyak	30	A6	67.88	71.18	3.3
Dyak	30	A7	75.86	78.39	2.53
Dyak	30	A8	82.37	85.19	2.82
Dyak	31	A1	31.62	33.38	1.76
Dyak	31	A2	38.67	41.81	3.14
Dyak	31	A3	45.99	49.29	3.3
Dyak	31	A4	53.11	56.4	3.29
Dyak	31	A5	60.33	63.49	3.16
Dyak	31	A6	67.65	71.01	3.36
Dyak	31	A7	74.67	78.4	3.73
Dyak	31	A8	82.55	85.72	3.17
Dyak	32	A1	31.06	32.67	1.61
Dyak	32	A2	37.68	40.88	3.2
Dyak	32	A3	45.44	48.63	3.19
Dyak	32	A4	52.91	55.75	2.84
Dyak	32	A5	60.21	63.34	3.13
Dyak	32	A6	67.81	70.85	3.04
Dyak	32	A7	75.16	78.32	3.16
Dyak	32	A8	82.82	86.3	3.48
Dyak	33	A1	30.98	32.66	1.68
Dyak	33	A2	37.11	40.24	3.13
Dyak	33	A3	44.46	47.65	3.19
Dyak	33	A4	51.82	55.04	3.22
Dyak	33	A5	59.08	62.62	3.54
Dyak	33	A6	66.79	70.11	3.32
Dyak	33	A7	74.54	78	3.46
Dyak	33	A8	82.33	86.16	3.83
Dyak	34	A1	30.3	32.33	2.03
Dyak	34	A2	36.76	40.58	3.82
Dyak	34	A3	44.63	48.18	3.55
Dyak	34	A4	52.2	55.87	3.67
Dyak	34	A5	59.58	63.19	3.61
Dyak	34	A6	67.42	70.76	3.34
Dyak	34	A7	75.09	78.45	3.36
Dyak	34	A8	82.75	85.8	3.05
Dyak	35	A1	31.54	33.06	1.52
Dyak	35	A2	38.01	41.39	3.38
Dyak	35	A3	45.69	49.05	3.36
Dyak	35	A4	53.43	56.7	3.27
Dyak	35	A5	60.66	64.15	3.49
Dyak	35	A6	68.35	71.52	3.17
Dyak	35	A7	75.93	79.23	3.3
Dyak	35	A8	83.57	87.68	4.11
Dyak	36	A1	30.88	32.51	1.63
Dyak	36	A2	37.31	40.88	3.57
Dyak	36	A3	45.31	48.99	3.68
Dyak	36	A4	52.75	56.11	3.36
Dyak	36	A5	60.1	63.75	3.65
Dyak	36	A6	67.83	71.31	3.48
Dyak	36	A7	75.71	78.69	2.98
Dyak	36	A8	82.96	85.91	2.95
Dyak	37	A1	31.31	32.83	1.52
Dyak	37	A2	37.8	40.87	3.07
Dyak	37	A3	45.17	48.4	3.23
Dyak	37	A4	52.64	55.97	3.33
Dyak	37	A5	60.08	63.38	3.3
Dyak	37	A6	67.6	70.69	3.09
Dyak	37	A7	75.08	78.3	3.22
Dyak	37	A8	82.86	85.85	2.99
Dyak	38	A1	30.95	32.58	1.63
Dyak	38	A2	37.58	40.71	3.13
Dyak	38	A3	44.73	48.08	3.35
Dyak	38	A4	52.36	55.67	3.31
Dyak	38	A5	59.7	63.03	3.33
Dyak	38	A6	67.57	70.78	3.21
Dyak	38	A7	74.99	78.09	3.1
Dyak	38	A8	82.29	85.62	3.33
Dyak	39	A1	31.95	33.77	1.82
Dyak	39	A2	38.68	41.73	3.05
Dyak	39	A3	45.98	49.01	3.03
Dyak	39	A4	53.15	56.53	3.38
Dyak	39	A5	60.39	63.71	3.32
Dyak	39	A6	67.62	71.12	3.5
Dyak	39	A7	74.91	78.29	3.38
Dyak	39	A8	81.51	84.88	3.37
Dyak	40	A1	30.82	32.45	1.63
Dyak	40	A2	37.49	40.72	3.23
Dyak	40	A3	45.28	48.69	3.41
Dyak	40	A4	52.9	55.73	2.83
Dyak	40	A5	59.79	62.66	2.87
Dyak	40	A6	67.31	70.39	3.08
Dyak	40	A7	75.13	77.88	2.75
Dyak	40	A8	82.7	84.97	2.27
Dyak	41	A1	30.52	32.17	1.65
Dyak	41	A2	37.02	40.22	3.2
Dyak	41	A3	44.6	47.75	3.15
Dyak	41	A4	52.04	54.83	2.79
Dyak	41	A5	58.59	61.76	3.17
Dyak	41	A6	65.99	69.43	3.44
Dyak	41	A7	73.79	77.15	3.36
Dyak	41	A8	81.33	84.29	2.96
Dyak	42	A1	30.58	32.05	1.47
Dyak	42	A2	37.1	40.34	3.24
Dyak	42	A3	44.74	48	3.26
Dyak	42	A4	52.38	55.46	3.08
Dyak	42	A5	59.9	63.13	3.23
Dyak	42	A6	67.38	70.49	3.11
Dyak	42	A7	75.13	78.48	3.35
Dyak	42	A8	82.85	85.58	2.73
Dyak	43	A1	30.88	32.47	1.59
Dyak	43	A2	37.39	40.64	3.25
Dyak	43	A3	45.06	48.29	3.23
Dyak	43	A4	52.7	55.86	3.16
Dyak	43	A5	60.06	63.19	3.13
Dyak	43	A6	67.54	71	3.46
Dyak	43	A7	75.27	78.55	3.28
Dyak	43	A8	82.78	85.79	3.01
Dyak	44	A1	30.42	31.88	1.46
Dyak	44	A2	36.96	40.19	3.23
Dyak	44	A3	44.67	47.81	3.14
Dyak	44	A4	51.97	54.94	2.97
Dyak	44	A5	59.24	62.51	3.27
Dyak	44	A6	66.92	70.43	3.51
Dyak	44	A7	74.88	77.88	3
Dyak	44	A8	81.9	84.94	3.04
Dyak	45	A1	31.02	32.49	1.47
Dyak	45	A2	37.17	40.54	3.37
Dyak	45	A3	44.78	48.08	3.3
Dyak	45	A4	52.19	55.4	3.21
Dyak	45	A5	59.49	62.55	3.06
Dyak	45	A6	66.69	69.74	3.05
Dyak	45	A7	74.7	77.77	3.07
Dyak	45	A8	81.93	84.83	2.9
Dyak	46	A1	31.42	33.06	1.64
Dyak	46	A2	37.96	41.29	3.33
Dyak	46	A3	46.14	49.17	3.03
Dyak	46	A4	53.68	56.78	3.1
Dyak	46	A5	61.28	64.29	3.01
Dyak	46	A6	68.85	71.9	3.05
Dyak	46	A7	76.65	79.9	3.25
Dyak	46	A8	83.97	87.33	3.36
Dyak	47	A1	30.38	32.02	1.64
Dyak	47	A2	36.89	40.37	3.48
Dyak	47	A3	44.57	47.96	3.39
Dyak	47	A4	52.36	55.62	3.26
Dyak	47	A5	59.93	63.1	3.17
Dyak	47	A6	67.62	71.23	3.61
Dyak	47	A7	75.3	78.37	3.07
Dyak	47	A8	82.83	86.33	3.5
Dyak	48	A1	30.2	32.02	1.82
Dyak	48	A2	36.77	40.16	3.39
Dyak	48	A3	45.04	48.23	3.19
Dyak	48	A4	52.68	56.04	3.36
Dyak	48	A5	60.37	63.76	3.39
Dyak	48	A6	68.02	71.37	3.35
Dyak	48	A7	75.53	78.81	3.28
Dyak	48	A8	83.33	86.77	3.44
Dyak	49	A1	31.32	33	1.68
Dyak	49	A2	37.99	41.5	3.51
Dyak	49	A3	46.18	49.68	3.5
Dyak	49	A4	54.17	57.14	2.97
Dyak	49	A5	61.41	64.83	3.42
Dyak	49	A6	69.23	72.56	3.33
Dyak	49	A7	76.87	80.08	3.21
Dyak	49	A8	84.42	87.73	3.31
Dyak	50	A1	30.39	32.1	1.71
Dyak	50	A2	37.02	40.35	3.33
Dyak	50	A3	44.66	47.98	3.32
Dyak	50	A4	52.46	55.57	3.11
Dyak	50	A5	59.67	62.95	3.28
Dyak	50	A6	67.11	70.53	3.42
Dyak	50	A7	74.91	78.25	3.34
Dyak	50	A8	82.36	85.85	3.49
Dyak	51	A1	31.39	33.27	1.88
Dyak	51	A2	38.5	42.26	3.76
Dyak	51	A3	46.21	49.63	3.42
Dyak	51	A4	53.43	56.85	3.42
Dyak	51	A5	61.01	64.42	3.41
Dyak	51	A6	68.5	72.31	3.81
Dyak	51	A7	76.22	79.88	3.66
Dyak	51	A8	83.65	87.28	3.63
Dyak	52	A1	30.74	32.27	1.53
Dyak	52	A2	37.23	40.53	3.3
Dyak	52	A3	44.96	48.37	3.41
Dyak	52	A4	52.74	55.87	3.13
Dyak	52	A5	60.34	63.52	3.18
Dyak	52	A6	68	71.22	3.22
Dyak	52	A7	75.89	79.51	3.62
Dyak	52	A8	83.33	86.99	3.66
Dyak	53	A1	30.6	32.3	1.7
Dyak	53	A2	37.17	40.51	3.34
Dyak	53	A3	44.88	48.31	3.43
Dyak	53	A4	52.61	55.99	3.38
Dyak	53	A5	60.22	63.57	3.35
Dyak	53	A6	68.09	71.6	3.51
Dyak	53	A7	75.37	78.96	3.59
Dyak	53	A8	83.23	85.83	2.6
Dyak	54	A1	30.1	32.35	2.25
Dyak	54	A2	37.1	40.89	3.79
Dyak	54	A3	44.63	48.02	3.39
Dyak	54	A4	52.18	55.51	3.33
Dyak	54	A5	59.54	62.95	3.41
Dyak	54	A6	67.25	70.16	2.91
Dyak	54	A7	74.12	76.75	2.63
Dyak	54	A8	79.13	81.3	2.17
Dyak	55	A1	31.26	33.13	1.87
Dyak	55	A2	37.77	41.26	3.49
Dyak	55	A3	45.52	48.89	3.37
Dyak	55	A4	53.24	56.46	3.22
Dyak	55	A5	60.48	63.56	3.08
Dyak	55	A6	67.66	70.9	3.24
Dyak	55	A7	74.81	78.22	3.41
Dyak	55	A8	82.04	85.66	3.62
Dyak	56	A1	31.08	32.71	1.63
Dyak	56	A2	37.25	40.6	3.35
Dyak	56	A3	45.29	48.71	3.42
Dyak	56	A4	53.05	56.26	3.21
Dyak	56	A5	60.65	63.92	3.27
Dyak	56	A6	68.43	71.92	3.49
Dyak	56	A7	76.09	79.51	3.42
Dyak	56	A8	84.35	88.28	3.93
Dyak	57	A1	31.11	32.86	1.75
Dyak	57	A2	37.79	41	3.21
Dyak	57	A3	45.36	48.63	3.27
Dyak	57	A4	52.94	56.14	3.2
Dyak	57	A5	60.41	63.85	3.44
Dyak	57	A6	68.22	71.37	3.15
Dyak	57	A7	75.68	78.76	3.08
Dyak	57	A8	82.81	86.01	3.2
Dyak	58	A1	30.93	32.77	1.84
Dyak	58	A2	37.44	40.65	3.21
Dyak	58	A3	45.15	48.13	2.98
Dyak	58	A4	52.46	55.48	3.02
Dyak	58	A5	59.89	62.99	3.1
Dyak	58	A6	67.36	70.14	2.78
Dyak	58	A7	74.81	78.1	3.29
Dyak	58	A8	82.35	85.78	3.43
Dyak	59	A1	30.86	32.55	1.69
Dyak	59	A2	37.64	40.96	3.32
Dyak	59	A3	45.83	49.03	3.2
Dyak	59	A4	53.41	56.57	3.16
Dyak	59	A5	61.05	64.1	3.05
Dyak	59	A6	68.52	71.55	3.03
Dyak	59	A7	75.98	79.37	3.39
Dyak	59	A8	83.51	86.31	2.8
Dyak	60	A1	30.64	32.3	1.66
Dyak	60	A2	37.21	40.49	3.28
Dyak	60	A3	44.95	48.02	3.07
Dyak	60	A4	52.56	55.54	2.98
Dyak	60	A5	59.86	62.91	3.05
Dyak	60	A6	67.46	70.55	3.09
Dyak	60	A7	74.61	78.13	3.52
Dyak	60	A8	82.52	85.6	3.08
Dyak	61	A1	31.07	32.79	1.72
Dyak	61	A2	37.79	41.3	3.51
Dyak	61	A3	45.82	49.29	3.47
Dyak	61	A4	53.14	56.43	3.29
Dyak	61	A5	60.31	64.16	3.85
Dyak	61	A6	68.16	71.67	3.51
Dyak	61	A7	75.84	79.17	3.33
Dyak	61	A8	83.56	86.6	3.04
Dyak	62	A1	31.61	33.41	1.8
Dyak	62	A2	38.18	41.58	3.4
Dyak	62	A3	45.91	49.42	3.51
Dyak	62	A4	53.71	57.16	3.45
Dyak	62	A5	61.33	64.72	3.39
Dyak	62	A6	68.96	72.11	3.15
Dyak	62	A7	76.46	79.53	3.07
Dyak	62	A8	83.75	86.1	2.35
Dyak	63	A1	31.48	33.07	1.59
Dyak	63	A2	37.73	41.02	3.29
Dyak	63	A3	45.54	48.77	3.23
Dyak	63	A4	53.23	56.45	3.22
Dyak	63	A5	60.73	64.11	3.38
Dyak	63	A6	68.63	71.81	3.18
Dyak	63	A7	76.24	79.62	3.38
Dyak	63	A8	84.16	87.64	3.48
Dyak	64	A1	31.94	33.42	1.48
Dyak	64	A2	38.21	41.37	3.16
Dyak	64	A3	45.15	48.26	3.11
Dyak	64	A4	52.64	55.8	3.16
Dyak	64	A5	60.28	63.82	3.54
Dyak	64	A6	67.96	71.39	3.43
Dyak	64	A7	75.42	78.73	3.31
Dyak	64	A8	83.08	86.34	3.26
Dyak	65	A1	32.08	33.8	1.72
Dyak	65	A2	39.26	42.43	3.17
Dyak	65	A3	46.61	49.89	3.28
Dyak	65	A4	54.11	57.51	3.4
Dyak	65	A5	61.75	64.95	3.2
Dyak	65	A6	69.28	72.57	3.29
Dyak	65	A7	76.95	80	3.05
Dyak	65	A8	84.1	86.54	2.44
Dyak	66	A1	31.06	32.68	1.62
Dyak	66	A2	37.72	40.94	3.22
Dyak	66	A3	45.23	48.47	3.24
Dyak	66	A4	52.84	56.12	3.28
